model	cache_path	embedding_type	system_id	lemma	msps	n_tokens_total_system	n_tokens_with_conditioning	n_tokens_unmatched_conditioning	n_tokens_unexpected_form	n_meanings_total_system	n_meanings_with_conditioning	n_forms_observed_system	observed_forms	expected_form_1	expected_form_2	pair_p_value	pair_test_type	pair_significant	pair_attested_meanings	cond_no_cond_count_expected	cond_prob_count_expected	cond_cat_count_expected	cond_no_cond_count_matched	cond_prob_count_matched	cond_cat_count_matched	system_notes	layer	label_type	label_column	n_samples_eval	n_labels	label_entropy	label_max_count	label_min_count	label_singleton_fraction	label_sparse_fraction	silhouette_cosine	silhouette_euclidean	within_cosine	between_cosine	within_between_ratio_cosine	within_euclidean	between_euclidean	within_between_ratio_euclidean	nearest_centroid_loo_acc_cosine	nearest_centroid_loo_acc_euclidean	kmeans_ari	kmeans_ami	kmeans_pca_components_used
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	begin__ppt	begin	ppt	200	198	2	0	4	3	2	began,begun	began	begun	0.1741	fisher_exact	False	4	3	0	0	3	0	0		0	raw	raw_label	200	4.0	1.2222340996035292	140.0	2.0	0.0	0.25	0.11190712607750347	0.032245089775189924	0.3276535148219141	0.42357802426950547	0.7735375681658158	1.6689846152039303	1.8397492135572888	0.9071805020515961	0.87	0.86	0.27188690288305983	0.3367069739038498	0.0
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	begin__ppt	begin	ppt	200	198	2	0	4	3	2	began,begun	began	begun	0.1741	fisher_exact	False	4	3	0	0	3	0	0		0	conditioned-exclude	conditioned_exclude_label	198	3.0	1.1529706704117353	140.0	22.0	0.0	0.0	0.18391278076935286	0.07202928112497231	0.32766733466603515	0.42499967415518813	0.7709825550275312	1.669035316774073	1.8442370200564484	0.9050004411705103	0.8787878787878788	0.8737373737373737	0.5465497330217518	0.46236359095535434	0.0
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	begin__ppt	begin	ppt	200	198	2	0	4	3	2	began,begun	began	begun	0.1741	fisher_exact	False	4	3	0	0	3	0	0		0	conditioned-cat-only	cat_only_label	0																			
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	bid__ppt	bid	ppt	171	160	11	0	7	4	2	bid,bidden	bid	bidden	0.0	fisher_exact	True	7	1	1	2	1	1	2		0	raw	raw_label	171	7.0	2.005959814418014	82.0	1.0	0.2857142857142857	0.2857142857142857	-0.025129204446173503	-0.0478772965050892	0.26962422916611406	0.41150163962755176	0.6552203033993976	1.9304313887184805	2.3165900534121624	0.8333072940009825	0.8011695906432749	0.8070175438596491	0.2684673007068895	0.43733599146189256	0.0
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	bid__ppt	bid	ppt	171	160	11	0	7	4	2	bid,bidden	bid	bidden	0.0	fisher_exact	True	7	1	1	2	1	1	2		0	conditioned-exclude	conditioned_exclude_label	78	4.0	1.5571643471379213	40.0	1.0	0.25	0.25	0.09776756555036217	0.025682036196607323	0.28176542542800365	0.4489093597952294	0.6276666308684927	1.8817049935467574	2.349942264135193	0.8007452022397867	0.9102564102564102	0.9102564102564102	0.5700776880315891	0.6058310376995443	0.0
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	bid__ppt	bid	ppt	171	160	11	0	7	4	2	bid,bidden	bid	bidden	0.0	fisher_exact	True	7	1	1	2	1	1	2		0	conditioned-cat-only	cat_only_label	58	3.0	0.9896363038042916	40.0	1.0	0.3333333333333333	0.3333333333333333	0.13469526619887098	0.02759990634440154	0.2830703967448192	0.4472329627470691	0.6329372392546758	1.9135214049426368	2.3940029392498414	0.7992978511305575	0.9310344827586207	0.9310344827586207	0.4310637403497982	0.5495465944371214	0.0
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	bid__pst	bid	pst	200	168	32	0	10	3	2	bade,bid	bade	bid	0.0	fisher_exact	True	10	1	1	1	1	1	1		0	raw	raw_label	200	10.0	2.1208109300257063	92.0	1.0	0.2	0.3	-0.011561634955499587	-0.03923633160917055	0.2665358530619417	0.4511459028013777	0.5907974591077851	1.7704899886563072	2.3158495067121736	0.7645099491675879	0.76	0.785	0.34050021168852407	0.4698701452530905	0.0
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	bid__pst	bid	pst	200	168	32	0	10	3	2	bade,bid	bade	bid	0.0	fisher_exact	True	10	1	1	1	1	1	1		0	conditioned-exclude	conditioned_exclude_label	76	2.0	0.7424875695421236	60.0	16.0	0.0	0.0	0.4781171936166056	0.2787290445210923	0.282786905542162	0.5650103577330202	0.5004986221434635	1.8597513679692517	2.6050173984576954	0.7139113040359425	0.9605263157894737	0.9605263157894737	0.6442719921853801	0.577751516318092	0.0
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	bid__pst	bid	pst	200	168	32	0	10	3	2	bade,bid	bade	bid	0.0	fisher_exact	True	10	1	1	1	1	1	1		0	conditioned-cat-only	cat_only_label	16	1.0	-0.0	16.0	16.0	0.0	0.0													0.0
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	break__ppt	break	ppt	199	126	73	0	28	6	2	broke,broken	broke	broken	0.2008	fisher_exact	False	28	4	1	1	4	1	1		0	raw	raw_label	199	28.0	3.9567734612441186	26.0	1.0	0.42857142857142855	0.4642857142857143	-0.06841433407784528	-0.06340448040200772	0.32579193163326586	0.4157871654484823	0.7835545651868678	1.846535652620644	2.089659199017488	0.8836539726137376	0.5527638190954773	0.5527638190954773	0.18613983409203314	0.2954964196144336	0.0
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	break__ppt	break	ppt	199	126	73	0	28	6	2	broke,broken	broke	broken	0.2008	fisher_exact	False	28	4	1	1	4	1	1		0	conditioned-exclude	conditioned_exclude_label	100	6.0	2.477667024828463	23.0	5.0	0.0	0.0	0.054359778152058134	0.009434534115325249	0.3473353983061649	0.4345429199023658	0.7993120642356918	1.879989366096998	2.102838044770339	0.8940248017542028	0.67	0.66	0.2970277830983984	0.387244582140925	0.0
kanishka_GlossBERT	head_embed_cache_kanishka_GlossBERT.jsonl	orig	break__ppt	break	ppt	199	126	73	0	28	6	2	broke,broken	broke	broken	0.2008	fisher_exact	False	28	4	1	1	4	1	1		0	conditioned-cat-only	cat_only_label	25	2.0	0.7219280948873623	20.0	5.0	0.0	0.0	0.03106772805343042	0.026434123158240116	0.299908038680201	0.3158810921137749	0.9494333347821252	1.588945157586992	1.6547889412242172	0.960210162156079	0.68	0.72	-0.030837004405286344	-0.03922304463192319	0.0
